voisins,Search,Voisin1,Voisin2,Voisin3,Voisin4,Voisin5,movieId,imdbId
"[7984, 6123, 9578, 7853, 4303, 7136]",7984,6123,9578,7853,4303,7136,52572,70351
"[7985, 5864, 10336, 8232, 7804, 7896]",7985,5864,10336,8232,7804,7896,52579,450188
"[7986, 10486, 9588, 2672, 11521, 14674]",7986,10486,9588,2672,11521,14674,52583,460812
"[7987, 8843, 14552, 1065, 1849, 15027]",7987,8843,14552,1065,1849,15027,52589,105242
"[7988, 9531, 9088, 9467, 8160, 5174]",7988,9531,9088,9467,8160,5174,52591,445946
"[7989, 11509, 4465, 3783, 14284, 9658]",7989,11509,4465,3783,14284,9658,52604,488120
"[7990, 14244, 13031, 7767, 7604, 14152]",7990,14244,13031,7767,7604,14152,52606,488085
"[7991, 12389, 10483, 14148, 12045, 9113]",7991,12389,10483,14148,12045,9113,52644,452702
"[7992, 6337, 7678, 6606, 11740, 1849]",7992,6337,7678,6606,11740,1849,52666,103793
"[7993, 14908, 14674, 9173, 9024, 14499]",7993,14908,14674,9173,9024,14499,52668,419843
"[7994, 11439, 9743, 8594, 6533, 7132]",7994,11439,9743,8594,6533,7132,52672,427089
"[7995, 1098, 13349, 6533, 4596, 12075]",7995,1098,13349,6533,4596,12075,52694,453451
"[7996, 9948, 14450, 9470, 8374, 14673]",7996,9948,14450,9470,8374,14673,52709,419420
"[7997, 5291, 12389, 6483, 9085, 11509]",7997,5291,12389,6483,9085,11509,52712,435670
"[7998, 9517, 6707, 13117, 6533, 13160]",7998,9517,6707,13117,6533,13160,52715,772178
"[7999, 13031, 13633, 9531, 9088, 14336]",7999,13031,13633,9531,9088,14336,52717,443473
"[8000, 5616, 3759, 12434, 11167, 13846]",8000,5616,3759,12434,11167,13846,52722,413300
"[8001, 8971, 14908, 13349, 14393, 13117]",8001,8971,14908,13349,14393,13117,52724,338216
"[8002, 5633, 5595, 7205, 7050, 8724]",8002,5633,5595,7205,7050,8724,52742,42490
"[8003, 8989, 6520, 12021, 7132, 15535]",8003,8989,6520,12021,7132,15535,52781,464038
"[8004, 14849, 12511, 8494, 9621, 13731]",8004,14849,12511,8494,9621,13731,52784,856008
"[8005, 14668, 11809, 13648, 6483, 7522]",8005,14668,11809,13648,6483,7522,52806,495596
"[8006, 7703, 6778, 7393, 10583, 5961]",8006,7703,6778,7393,10583,5961,52813,41958
"[8007, 13907, 12152, 11636, 4056, 9768]",8007,13907,12152,11636,4056,9768,52831,95583
"[8008, 14908, 13349, 13117, 9258, 9024]",8008,14908,13349,13117,9258,9024,52838,756729
"[8009, 11068, 14148, 12389, 13753, 10798]",8009,11068,14148,12389,13753,10798,52845,486028
"[8010, 7132, 9517, 10306, 8971, 4849]",8010,7132,9517,10306,8971,4849,52865,469897
"[8011, 9258, 9517, 13349, 6707, 15356]",8011,9258,9517,13349,6707,15356,52867,458364
"[8012, 13648, 6520, 8989, 14263, 5598]",8012,13648,6520,8989,14263,5598,52885,851578
"[8013, 10336, 6483, 4987, 3108, 8989]",8013,10336,6483,4987,3108,8989,52891,472268
"[8014, 5900, 7094, 9278, 9737, 9568]",8014,5900,7094,9278,9737,9568,52913,27067
"[8015, 9499, 10336, 8232, 7896, 2704]",8015,9499,10336,8232,7896,2704,52927,477731
"[8016, 14287, 8427, 14152, 7767, 6520]",8016,14287,8427,14152,7767,6520,52929,471030
"[8017, 2843, 15570, 12897, 5297, 11959]",8017,2843,15570,12897,5297,11959,52938,88678
"[8018, 6712, 14152, 15071, 15535, 13729]",8018,6712,14152,15071,15535,13729,52950,409904
"[8019, 3849, 7767, 8374, 14849, 8989]",8019,3849,7767,8374,14849,8989,52952,480025
"[8020, 8004, 7896, 2704, 7661, 11521]",8020,8004,7896,2704,7661,11521,52967,491747
"[8021, 11487, 9221, 8972, 7046, 8504]",8021,11487,9221,8972,7046,8504,52973,478311
"[8022, 14649, 3108, 13349, 6533, 10336]",8022,14649,3108,13349,6533,10336,52980,478337
"[8023, 15114, 6619, 8778, 14152, 14251]",8023,15114,6619,8778,14152,14251,53000,463854
"[8024, 14908, 13349, 9024, 9173, 15356]",8024,14908,13349,9024,9173,15356,53002,791304
"[8025, 8433, 6707, 9517, 7416, 13937]",8025,8433,6707,9517,7416,13937,53004,800003
"[8026, 7309, 6243, 9554, 4110, 3686]",8026,7309,6243,9554,4110,3686,53022,87578
"[8027, 4465, 8494, 9747, 6558, 14849]",8027,4465,8494,9747,6558,14849,53024,762111
"[8028, 5915, 6877, 5883, 9278, 1244]",8028,5915,6877,5883,9278,1244,53038,23382
"[8029, 8265, 7393, 10583, 5527, 5959]",8029,8265,7393,10583,5527,5959,53066,40221
"[8030, 9892, 5497, 11171, 13730, 7235]",8030,9892,5497,11171,13730,7235,53121,413267
"[8031, 7996, 8643, 8374, 14831, 14849]",8031,7996,8643,8374,14831,14849,53123,907657
"[8032, 7506, 4589, 13171, 10504, 4178]",8032,7506,4589,13171,10504,4178,53125,449088
"[8033, 14284, 7767, 9085, 11509, 8427]",8033,14284,7767,9085,11509,8427,53129,780571
"[8034, 14148, 12152, 9531, 13016, 13633]",8034,14148,12152,9531,13016,13633,53131,389328
"[8035, 3108, 14931, 13117, 8971, 14393]",8035,3108,14931,13117,8971,14393,53133,441007
"[8036, 13349, 2897, 9320, 9531, 8494]",8036,13349,2897,9320,9531,8494,53143,444628
"[8037, 4791, 9740, 5788, 3064, 4423]",8037,4791,9740,5788,3064,4423,53152,43778
"[8038, 13349, 11021, 3108, 8494, 8326]",8038,13349,11021,3108,8494,8326,53154,874423
"[8039, 14156, 14505, 7661, 14674, 9173]",8039,14156,14505,7661,14674,9173,53161,497137
"[8040, 6483, 7521, 4769, 15071, 9088]",8040,6483,7521,4769,15071,9088,53183,482930
"[8041, 14674, 15255, 9173, 15083, 14499]",8041,14674,15255,9173,15083,14499,53189,494222
"[8042, 8749, 9085, 8338, 14148, 7982]",8042,8749,9085,8338,14148,7982,53207,411061
"[8043, 9225, 7838, 4999, 10626, 13797]",8043,9225,7838,4999,10626,13797,53226,52861
"[8044, 12045, 7495, 9113, 12124, 14148]",8044,12045,7495,9113,12124,14148,53280,455362
"[8045, 14674, 9173, 14156, 9948, 6633]",8045,14674,9173,14156,9948,6633,53318,460740
"[8046, 3479, 5848, 7195, 5638, 2596]",8046,3479,5848,7195,5638,2596,53322,496806
"[8047, 14313, 14152, 13916, 10336, 12389]",8047,14313,14152,13916,10336,12389,53326,465203
"[8048, 10336, 5733, 15535, 10335, 7896]",8048,10336,5733,15535,10335,7896,53342,450680
"[8049, 7857, 9948, 11350, 7996, 9563]",8049,7857,9948,11350,7996,9563,53349,466399
"[8050, 8271, 6533, 9612, 14148, 12045]",8050,8271,6533,9612,14148,12045,53352,450843
"[8051, 748, 6484, 1849, 11740, 14505]",8051,748,6484,1849,11740,14505,53355,177242
"[8052, 6446, 12060, 13226, 3404, 11193]",8052,6446,12060,13226,3404,11193,53370,104352
"[8053, 8054, 12060, 6932, 3404, 8052]",8053,8054,12060,6932,3404,8052,53373,113187
"[8054, 12060, 6745, 6932, 5555, 8477]",8054,12060,6745,6932,5555,8477,53375,101962
"[8055, 5941, 5388, 7911, 10583, 6994]",8055,5941,5388,7911,10583,6994,53379,35937
"[8056, 15610, 9531, 8160, 9517, 10464]",8056,15610,9531,8160,9517,10464,53416,472259
"[8057, 9709, 12045, 9113, 9017, 14148]",8057,9709,12045,9113,9017,14148,53435,498353
"[8058, 9993, 7283, 7094, 10369, 9408]",8058,9993,7283,7094,10369,9408,53443,32981
"[8059, 11509, 10336, 9418, 8494, 10063]",8059,11509,10336,9418,8494,10063,53447,842929
"[8060, 8858, 4013, 8589, 4710, 11534]",8060,8858,4013,8589,4710,11534,53453,79946
"[8061, 2888, 13349, 5841, 10486, 3964]",8061,2888,13349,5841,10486,3964,53460,423294
"[8062, 7787, 4590, 9071, 9235, 4584]",8062,7787,4590,9071,9235,4584,53464,486576
"[8063, 13031, 13349, 12389, 13519, 6453]",8063,13031,13349,12389,13519,6453,53466,479500
"[8064, 6520, 14303, 10007, 14674, 9173]",8064,6520,14303,10007,14674,9173,53468,457572
"[8065, 13031, 12389, 8494, 14152, 12335]",8065,13031,12389,8494,14152,12335,53519,1028528
"[8066, 4423, 6053, 1243, 4198, 9498]",8066,4423,6053,1243,4198,9498,53548,46248
"[8067, 6989, 7568, 8314, 10402, 8494]",8067,6989,7568,8314,10402,8494,53550,462504
"[8068, 9517, 4849, 13349, 6682, 14461]",8068,9517,4849,13349,6682,14461,53569,405163
"[8069, 7488, 13349, 4849, 8971, 11521]",8069,7488,13349,4849,8971,11521,53574,473709
"[8070, 3050, 10336, 1827, 9948, 15414]",8070,3050,10336,1827,9948,15414,53578,449851
"[8071, 9278, 5868, 6880, 3945, 9569]",8071,9278,5868,6880,3945,9569,53582,31235
"[8072, 10681, 10004, 14908, 6533, 2704]",8072,10681,10004,14908,6533,2704,53584,407998
"[8073, 9854, 8643, 8989, 12890, 8374]",8073,9854,8643,8989,12890,8374,53592,461694
"[8074, 10185, 8671, 7291, 14609, 4532]",8074,10185,8671,7291,14609,4532,53737,62038
"[8075, 10336, 10628, 8756, 6483, 10439]",8075,10336,10628,8756,6483,10439,53741,463486
"[8076, 5718, 14244, 14319, 5011, 9088]",8076,5718,14244,14319,5011,9088,53766,414931
"[8077, 11521, 14674, 15255, 7820, 7996]",8077,11521,14674,15255,7820,7996,53769,989000
"[8078, 14334, 5718, 7785, 14319, 9797]",8078,14334,5718,7785,14319,9797,53788,796212
"[8079, 7373, 7111, 5974, 10125, 8724]",8079,7373,7111,5974,10125,8724,53835,46511
"[8080, 5868, 4561, 4968, 1244, 7342]",8080,5868,4561,4968,1244,7342,53853,11870
"[8081, 7123, 15535, 6533, 7855, 9531]",8081,7123,15535,6533,7855,9531,53859,473360
"[8082, 3393, 3819, 4248, 15202, 3080]",8082,3393,3819,4248,15202,3080,53873,86366
"[8083, 11229, 9906, 15202, 6076, 10117]",8083,11229,9906,15202,6076,10117,53880,64855
"[8084, 7853, 6173, 10660, 13653, 2104]",8084,7853,6173,10660,13653,2104,53887,70464
"[8085, 9350, 5541, 3991, 4465, 8494]",8085,9350,5541,3991,4465,8494,53894,386032
"[8086, 7132, 9948, 7643, 9401, 7996]",8086,7132,9948,7643,9401,7996,53906,314524
"[8087, 10336, 8766, 10466, 7767, 2704]",8087,10336,8766,10466,7767,2704,53921,829459
"[8088, 12389, 14148, 11068, 15516, 11037]",8088,12389,14148,11068,15516,11037,53953,450385
"[8089, 15580, 4248, 13308, 3126, 5596]",8089,15580,4248,13308,3126,5596,53967,85678
"[8090, 121, 914, 15291, 6935, 3887]",8090,121,914,15291,6935,3887,53972,337978
"[8091, 9258, 9517, 13349, 6707, 15356]",8091,9258,9517,13349,6707,15356,53974,762114
"[8092, 7896, 10004, 2704, 11521, 14908]",8092,7896,10004,2704,11521,14908,53988,765447
"[8093, 8990, 13117, 13349, 9517, 6707]",8093,8990,13117,13349,9517,6707,53993,413099
"[8094, 9171, 15605, 9450, 6972, 8562]",8094,9171,15605,9450,6972,8562,53996,418279
"[8095, 9709, 15540, 3746, 10798, 14608]",8095,9709,15540,3746,10798,14608,53999,374563
"[8096, 9198, 10163, 7206, 4089, 3433]",8096,9198,10163,7206,4089,3433,54001,373889
"[8097, 11911, 8584, 13349, 9258, 9926]",8097,11911,8584,13349,9258,9926,54004,762107
"[8098, 5104, 2743, 504, 8332, 9578]",8098,5104,2743,504,8332,9578,54020,71824
"[8099, 6256, 13907, 15202, 4110, 10948]",8099,6256,13907,15202,4110,10948,54049,89572
"[8100, 4303, 648, 2904, 11451, 8258]",8100,4303,648,2904,11451,8258,54067,91427
"[8101, 8048, 11678, 7896, 2704, 8314]",8101,8048,11678,7896,2704,8314,54075,837106
"[8102, 9948, 7996, 8689, 8989, 6520]",8102,9948,7996,8689,8989,6520,54094,446687
"[8103, 7495, 10920, 8494, 14152, 10063]",8103,7495,10920,8494,14152,10063,54116,432289
"[8104, 14674, 9173, 9024, 8296, 6520]",8104,14674,9173,9024,8296,6520,54144,469689
"[8105, 13916, 12389, 7349, 14152, 8778]",8105,13916,12389,7349,14152,8778,54171,498311
"[8106, 10626, 5996, 5984, 9812, 15022]",8106,10626,5996,5984,9812,15022,54176,52005
"[8107, 8004, 8494, 12511, 9621, 14849]",8107,8004,8494,12511,9621,14849,54185,832903
"[8108, 11521, 9016, 9102, 11678, 13300]",8108,11521,9016,9102,11678,13300,54190,445922
"[8109, 8989, 6520, 14674, 9173, 9024]",8109,8989,6520,14674,9173,9024,54193,772157
"[8110, 10486, 3696, 6483, 13349, 13117]",8110,10486,3696,6483,13349,13117,54196,443455
"[8111, 6187, 4110, 3494, 15022, 15580]",8111,6187,4110,3494,15022,15580,54229,90315
"[8112, 6520, 12021, 10092, 7132, 9948]",8112,6520,12021,10092,7132,9948,54248,796314
"[8113, 11521, 7896, 2704, 8494, 10063]",8113,11521,7896,2704,8494,10063,54254,457308
"[8114, 3108, 13349, 8494, 9320, 4682]",8114,3108,13349,8494,9320,4682,54256,787475
"[8115, 13179, 8917, 9563, 4682, 10885]",8115,13179,8917,9563,4682,10885,54259,486655
"[8116, 9292, 6026, 6010, 10626, 10117]",8116,9292,6026,6010,10626,10117,54262,58383
"[8117, 6707, 7429, 9517, 15499, 8433]",8117,6707,7429,9517,15499,8433,54268,785077
"[8118, 12152, 9531, 9113, 14593, 12045]",8118,12152,9531,9113,14593,12045,54270,461703
"[8119, 3427, 8575, 7487, 6914, 14528]",8119,3427,8575,7487,6914,14528,54272,462538
"[8120, 14608, 9960, 9709, 14842, 3746]",8120,14608,9960,9709,14842,3746,54274,897361
"[8121, 10885, 14674, 14908, 9173, 9024]",8121,10885,14674,14908,9173,9024,54276,481141
"[8122, 3964, 3838, 14594, 3770, 11193]",8122,3964,3838,14594,3770,11193,54278,467110
"[8123, 11521, 11723, 14831, 14674, 15255]",8123,11521,11723,14831,14674,15255,54281,423977
"[8124, 8403, 8766, 10004, 3612, 15514]",8124,8403,8766,10004,3612,15514,54284,458522
"[8125, 5638, 3811, 14916, 3479, 8046]",8125,5638,3811,14916,3479,8046,54286,440963
"[8126, 3420, 15499, 6707, 11712, 12428]",8126,3420,15499,6707,11712,12428,54290,804452
"[8127, 11229, 8967, 9866, 15578, 9069]",8127,11229,8967,9866,15578,9069,54318,54286
"[8128, 10336, 13349, 8796, 14461, 14657]",8128,10336,13349,8796,14461,14657,54328,778784
"[8129, 15255, 14499, 13349, 15356, 8494]",8129,15255,14499,13349,15356,8494,54331,796375
"[8130, 10004, 12941, 14908, 13117, 8938]",8130,10004,12941,14908,13117,8938,54341,430768
"[8131, 13916, 6492, 13917, 12389, 13914]",8131,13916,6492,13917,12389,13914,54349,456630
"[8132, 10615, 13586, 14284, 8427, 8889]",8132,10615,13586,14284,8427,8889,54372,362225
"[8133, 13349, 9621, 8494, 12511, 8004]",8133,13349,9621,8494,12511,8004,54419,402906
"[8134, 9948, 7996, 7956, 8989, 6520]",8134,9948,7996,7956,8989,6520,54426,809407
"[8135, 14929, 7620, 4026, 8176, 4110]",8135,14929,7620,4026,8176,4110,54445,69095
"[8136, 4248, 13308, 15580, 3485, 15202]",8136,4248,13308,15580,3485,15202,54455,88242
"[8137, 11502, 11962, 2516, 12152, 7904]",8137,11502,11962,2516,12152,7904,54493,77904
"[8138, 4682, 8494, 13349, 14849, 8817]",8138,4682,8494,13349,14849,8817,54503,829482
"[8139, 10798, 10483, 14148, 12389, 11068]",8139,10798,10483,14148,12389,11068,54510,808331
"[8140, 8766, 8494, 10063, 10402, 14370]",8140,8766,8494,10063,10402,14370,54513,796368
"[8141, 6483, 10336, 10149, 8989, 12928]",8141,6483,10336,10149,8989,12928,54519,434292
"[8142, 9517, 13160, 6707, 10483, 6533]",8142,9517,13160,6707,10483,6533,54536,760187
"[8143, 6541, 8494, 9621, 4093, 10467]",8143,6541,8494,9621,4093,10467,54554,432325
"[8144, 10336, 6483, 10464, 11509, 10615]",8144,10336,6483,10464,11509,10615,54580,431979
"[8145, 6593, 2498, 10265, 2655, 4992]",8145,6593,2498,10265,2655,4992,54605,60794
"[8146, 3108, 8494, 10063, 14837, 11509]",8146,3108,8494,10063,14837,11509,54612,416185
"[8147, 12596, 6533, 9517, 6707, 14052]",8147,12596,6533,9517,6707,14052,54617,412535
"[8148, 9158, 14674, 9173, 8404, 14156]",8148,9158,14674,9173,8404,14156,54621,796335
"[8149, 3300, 1519, 8514, 4564, 13031]",8149,3300,1519,8514,4564,13031,54648,293564
"[8150, 10027, 6403, 6323, 11645, 8559]",8150,10027,6403,6323,11645,8559,54652,103595
"[8151, 6533, 7855, 8796, 12596, 6483]",8151,6533,7855,8796,12596,6483,54686,462396
"[8152, 10336, 8232, 8651, 7896, 2704]",8152,10336,8232,8651,7896,2704,54691,459880
"[8153, 9517, 14393, 6707, 6533, 13349]",8153,9517,14393,6707,6533,13349,54732,424823
"[8154, 14908, 14674, 9173, 9024, 14499]",8154,14908,14674,9173,9024,14499,54734,815244
"[8155, 2897, 7495, 8494, 14152, 10063]",8155,2897,7495,8494,14152,10063,54736,431197
"[8156, 9358, 10798, 10483, 14148, 6619]",8156,9358,10798,10483,14148,6619,54738,486051
"[8157, 13349, 8494, 10063, 9948, 10486]",8157,13349,8494,10063,9948,10486,54745,477078
"[8158, 6707, 9517, 9305, 6533, 3420]",8158,6707,9517,9305,6533,3420,54768,462244
"[8159, 15535, 9531, 10798, 12389, 8296]",8159,15535,9531,10798,12389,8296,54771,427392
"[8160, 9531, 3612, 3196, 7495, 9088]",8160,9531,3612,3196,7495,9088,54778,775488
"[8161, 14908, 13349, 9024, 9173, 14674]",8161,14908,13349,9024,9173,14674,54780,489237
"[8162, 7570, 11727, 15289, 9531, 13776]",8162,7570,11727,15289,9531,13776,54783,473700
"[8163, 5174, 9088, 11509, 12094, 9574]",8163,5174,9088,11509,12094,9574,54787,804461
"[8164, 6938, 11182, 14674, 9173, 9295]",8164,6938,11182,14674,9173,9295,54796,841044
"[8165, 13125, 8166, 10545, 13615, 13653]",8165,13125,8166,10545,13615,13653,54872,74740
"[8166, 13615, 13125, 4110, 12362, 10259]",8166,13615,13125,4110,12362,10259,54878,63293
"[8167, 4465, 10402, 8494, 9747, 9621]",8167,4465,10402,8494,9747,9621,54881,923752
"[8168, 6398, 5597, 8796, 13349, 14461]",8168,6398,5597,8796,13349,14461,54908,804540
"[8169, 6520, 8296, 12389, 13349, 8494]",8169,6520,8296,12389,13349,8494,54910,437857
"[8170, 9517, 6707, 13349, 6533, 9258]",8170,9517,6707,13349,6533,9258,54934,784972
"[8171, 9085, 7767, 12389, 14284, 14148]",8171,9085,7767,12389,14284,14148,54958,445935
"[8172, 13610, 12389, 6483, 10486, 14148]",8172,13610,12389,6483,10486,14148,54962,810988
"[8173, 5320, 12911, 10348, 6123, 10711]",8173,5320,12911,10348,6123,10711,54964,59106
"[8174, 10336, 4093, 7820, 8232, 7896]",8174,10336,4093,7820,8232,7896,54967,792965
"[8175, 9016, 9588, 9743, 10486, 13117]",8175,9016,9588,9743,10486,13117,54978,484111
"[8176, 8135, 4110, 14929, 13060, 7620]",8176,8135,4110,14929,13060,7620,54986,69697
"[8177, 10049, 6520, 2897, 8842, 13729]",8177,10049,6520,2897,8842,13729,54995,1077258
"[8178, 13031, 14244, 13349, 9002, 2897]",8178,13031,14244,13349,9002,2897,54999,465602
"[8179, 9258, 13349, 15356, 9517, 14499]",8179,9258,13349,15356,9517,14499,55020,811106
"[8180, 9107, 754, 8591, 3875, 7373]",8180,9107,754,8591,3875,7373,55040,40737
"[8181, 8494, 14152, 10063, 8004, 7498]",8181,8494,14152,10063,8004,7498,55050,401420
"[8182, 7199, 11521, 7820, 14831, 14837]",8182,7199,11521,7820,14831,14837,55052,783233
"[8183, 10336, 15535, 8494, 10063, 13349]",8183,10336,15535,8494,10063,13349,55061,800022
"[8184, 8004, 5419, 9340, 8110, 14849]",8184,8004,5419,9340,8110,14849,55063,1093842
"[8185, 6520, 14152, 8374, 8989, 14849]",8185,6520,14152,8374,8989,14849,55067,454931
"[8186, 8374, 14849, 8989, 7996, 11545]",8186,8374,14849,8989,7996,11545,55069,1032846
"[8187, 9621, 5867, 14849, 4465, 8004]",8187,9621,5867,14849,4465,8004,55071,912593
"[8188, 5174, 9088, 11509, 12094, 9574]",8188,5174,9088,11509,12094,9574,55080,476964
"[8189, 11509, 14284, 8427, 8494, 14152]",8189,11509,14284,8427,8494,14152,55094,478134
"[8190, 14673, 14450, 13736, 7996, 13766]",8190,14673,14450,13736,7996,13766,55098,405508
"[8191, 14908, 13349, 9024, 9173, 14674]",8191,14908,13349,9024,9173,14674,55100,466839
"[8192, 2585, 7094, 8478, 9993, 6715]",8192,2585,7094,8478,9993,6715,55106,23940
"[8193, 10681, 10004, 7896, 14908, 2704]",8193,10681,10004,7896,14908,2704,55110,465436
"[8194, 11521, 9588, 14908, 9173, 9024]",8194,11521,9588,14908,9173,9024,55112,469184
"[8195, 2897, 14244, 13812, 6520, 8296]",8195,2897,14244,13812,6520,8296,55116,455782
"[8196, 7099, 7767, 9357, 2897, 14244]",8196,7099,7767,9357,2897,14244,55118,765443
"[8197, 9088, 5174, 9531, 8160, 4319]",8197,9088,5174,9531,8160,4319,55154,283503
"[8198, 11229, 3858, 10660, 13653, 15022]",8198,11229,3858,10660,13653,15022,55159,79182
"[8199, 9119, 14668, 11810, 12106, 11294]",8199,9119,14668,11810,12106,11294,55167,831888
"[8200, 5393, 8494, 14849, 8027, 6895]",8200,5393,8494,14849,8027,6895,55176,925248
"[8201, 14674, 9173, 10336, 9743, 7896]",8201,14674,9173,10336,9743,7896,55190,452643
"[8202, 8494, 10063, 8004, 14837, 11509]",8202,8494,10063,8004,14837,11509,55205,480269
"[8203, 7495, 9531, 9088, 7874, 8160]",8203,7495,9531,9088,7874,8160,55209,473188
"[8204, 10336, 2430, 7584, 7896, 10011]",8204,10336,2430,7584,7896,10011,55223,498120
"[8205, 14609, 9446, 10532, 10626, 2006]",8205,14609,9446,10532,10626,2006,55226,48182
"[8206, 5764, 3669, 10037, 15335, 13633]",8206,5764,3669,10037,15335,13633,55232,432021
"[8207, 10457, 9258, 9517, 6707, 14393]",8207,10457,9258,9517,6707,14393,55241,419984
"[8208, 9258, 13349, 15356, 14499, 9517]",8208,9258,13349,15356,14499,9517,55245,452625
"[8209, 7568, 8314, 6989, 14837, 10402]",8209,7568,8314,6989,14837,10402,55247,758758
"[8210, 3108, 13349, 14393, 13226, 8494]",8210,3108,13349,14393,13226,8494,55250,492956
"[8211, 11885, 11887, 11521, 2897, 14253]",8211,11885,11887,11521,2897,14253,55253,808357
"[8212, 14908, 9024, 13349, 9173, 14674]",8212,14908,9024,13349,9173,14674,55255,800027
"[8213, 13031, 9616, 2476, 8271, 6533]",8213,13031,9616,2476,8271,6533,55257,486640
"[8214, 9531, 7495, 13117, 6483, 9462]",8214,9531,7495,13117,6483,9462,55259,484562
"[8215, 14674, 9173, 11521, 9024, 15255]",8215,14674,9173,11521,9024,15255,55267,480242
"[8216, 7996, 9563, 4682, 9948, 14837]",8216,7996,9563,4682,9948,14837,55269,838221
"[8217, 3612, 11509, 7767, 5174, 4070]",8217,3612,11509,7767,5174,4070,55272,498399
"[8218, 8766, 7896, 2704, 14370, 14674]",8218,8766,7896,2704,14370,14674,55274,414055
"[8219, 11509, 8688, 14284, 14837, 8427]",8219,11509,8688,14284,14837,8427,55276,465538
"[8220, 11521, 14674, 15255, 7820, 14156]",8220,11521,14674,15255,7820,14156,55280,805564
"[8221, 12389, 10483, 14148, 12045, 12858]",8221,12389,10483,14148,12045,12858,55282,389722
"[8222, 8494, 14152, 10063, 14837, 11509]",8222,8494,14152,10063,14837,11509,55284,804522
"[8223, 11521, 8494, 10063, 7896, 2704]",8223,11521,8494,10063,7896,2704,55286,469623
"[8224, 11509, 7767, 5174, 10132, 8494]",8224,11509,7767,5174,10132,8494,55288,831884
"[8225, 11509, 14837, 8494, 10063, 5011]",8225,11509,14837,8494,10063,5011,55290,452623
"[8226, 6707, 9517, 7429, 7416, 6533]",8226,6707,9517,7429,7416,6533,55292,790804
"[8227, 12021, 3612, 7426, 13349, 15527]",8227,12021,3612,7426,13349,15527,55294,758798
"[8228, 9517, 9258, 4849, 10578, 13349]",8228,9517,9258,4849,10578,13349,55298,486572
"[8229, 9517, 6707, 6533, 13160, 10542]",8229,9517,6707,6533,13160,10542,55324,425395
"[8230, 6533, 7855, 14052, 14461, 13349]",8230,6533,7855,14052,14461,13349,55329,466664
"[8231, 7767, 6619, 9827, 9088, 9503]",8231,7767,6619,9827,9088,9503,55343,480011
"[8232, 5036, 10336, 7896, 11750, 2704]",8232,5036,10336,7896,11750,2704,55360,498097
"[8233, 8485, 6989, 11509, 8004, 10402]",8233,8485,6989,11509,8004,10402,55363,443680
"[8234, 9811, 10020, 10209, 8591, 11229]",8234,9811,10020,10209,8591,11229,55369,54745
"[8235, 9053, 10337, 9631, 10531, 10626]",8235,9053,10337,9631,10531,10626,55373,42281
"[8236, 11229, 9866, 4992, 2388, 6708]",8236,11229,9866,4992,2388,6708,55389,59496
"[8237, 9088, 8197, 5174, 9531, 8160]",8237,9088,8197,5174,9531,8160,55391,360323
"[8238, 11887, 5151, 11885, 8989, 4734]",8238,11887,5151,11885,8989,4734,55402,758732
"[8239, 9531, 7495, 3529, 9462, 8160]",8239,9531,7495,3529,9462,8160,55406,446298
"[8240, 14148, 12389, 12091, 8778, 9085]",8240,14148,12389,12091,8778,9085,55408,756672
"[8241, 10336, 14536, 8989, 14388, 12569]",8241,10336,14536,8989,14388,12569,55417,762110
"[8242, 9173, 10406, 14674, 9588, 9743]",8242,9173,10406,14674,9588,9743,55419,464061
"[8243, 8989, 10336, 9004, 6483, 3108]",8243,8989,10336,9004,6483,3108,55440,449018
"[8244, 9546, 14837, 10402, 9751, 8494]",8244,9546,14837,10402,9751,8494,55442,808417
"[8245, 6918, 14674, 9173, 9024, 15255]",8245,6918,14674,9173,9024,15255,55451,866437
"[8246, 7132, 6533, 15540, 15535, 9517]",8246,7132,6533,15540,15535,9517,55462,454457
"[8247, 6371, 6589, 14323, 14152, 14336]",8247,6371,6589,14323,14152,14336,55469,316599
"[8248, 9088, 9531, 8160, 4319, 7767]",8248,9088,9531,8160,4319,7767,55487,758771
"[8249, 14148, 12389, 8778, 10483, 11068]",8249,14148,12389,8778,10483,11068,55492,454864
"[8250, 13653, 15022, 6096, 13764, 11229]",8250,13653,15022,6096,13764,11229,55507,67402
"[8251, 9517, 13349, 4849, 10578, 15356]",8251,9517,13349,4849,10578,15356,55517,391229
"[8252, 9607, 5036, 11750, 8374, 14849]",8252,9607,5036,11750,8374,14849,55555,880502
"[8253, 10552, 13117, 13349, 10542, 7363]",8253,10552,13117,13349,10542,7363,55566,906108
"[8254, 7731, 8830, 9422, 9709, 14148]",8254,7731,8830,9422,9709,14148,55577,890870
"[8255, 13519, 6453, 13349, 15623, 9258]",8255,13519,6453,13349,15623,9258,55603,780534
"[8256, 8494, 6466, 14849, 8004, 9546]",8256,8494,6466,14849,8004,9546,55620,912583
"[8257, 15022, 13653, 9558, 11229, 9518]",8257,15022,13653,9558,11229,9518,55652,79871
"[8258, 4303, 3080, 6224, 10360, 4110]",8258,4303,3080,6224,10360,4110,55659,81494
"[8259, 13117, 10542, 13349, 9517, 10004]",8259,13117,10542,13349,9517,10004,55668,446752
"[8260, 5529, 9569, 5939, 5960, 5938]",8260,5529,9569,5939,5960,5938,55671,34162
"[8261, 14244, 14323, 14284, 14152, 9088]",8261,14244,14323,14284,14152,9088,55684,821470
"[8262, 14849, 8004, 12511, 8494, 9621]",8262,14849,8004,12511,8494,9621,55687,912592
